R,D
0.041666666666666664,0.7607758519759267
0.08333333333333333,0.7492712653149625
0.125,0.7331549320221614
0.16666666666666666,0.7119538197029958
0.20833333333333331,0.6858154441430756
0.25,0.6551636128263536
0.29166666666666663,0.6205822330217873
0.3333333333333333,0.5827535732813606
0.375,0.5424138396003244
0.41666666666666663,0.5003161059777677
0.4583333333333333,0.4571979418910562
0.5,0.4137533678291793
0.5416666666666666,0.37060947653806003
0.5833333333333333,0.32830817609203045
0.625,0.2872933884882193
0.6666666666666666,0.24790381889110233
0.7083333333333333,0.21037116697688954
0.75,0.17482342214459237
0.7916666666666666,0.14129269068776928
0.8333333333333333,0.10972685626506265
0.875,0.08000427801397246
0.9166666666666666,0.05195068036898013
0.9583333333333333,0.025357378074918335
1.0,0.0
