R,D
0.041666666666666664,1.5503774825051821
0.08333333333333333,1.4016964401851943
0.125,1.288684608839242
0.16666666666666666,1.1890454233859535
0.20833333333333331,1.0946573035164087
0.25,1.0023126817130343
0.29166666666666663,0.9110168822318596
0.3333333333333333,0.8209060855214123
0.375,0.7327003794315616
0.41666666666666663,0.6473773743343473
0.4583333333333333,0.565958905922555
0.5,0.48936926030734734
0.5416666666666666,0.41834596532348756
0.5833333333333333,0.35339187964385704
0.625,0.2947597358032229
0.6666666666666666,0.24246109078115255
0.7083333333333333,0.19629220519426935
0.75,0.15587017916024004
0.7916666666666666,0.12067378667458413
0.8333333333333333,0.09008476458896135
0.875,0.06342660361208559
0.9166666666666666,0.039998485124276534
0.9583333333333333,0.019098368057465454
1.0,0.0
