T,M
5.9495589802091515e-06,1.0
1.1899117960418303e-05,0.9999999999999998
1.7848676940627454e-05,0.9999999983009319
2.3798235920836606e-05,0.9999999949425243
2.974779490104576e-05,0.9999999899639013
3.569735388125491e-05,0.9999999834035898
4.164691286146406e-05,0.9999999752995316
4.759647184167321e-05,0.999999965689089
5.3546030821882365e-05,0.999999954609056
5.949558980209152e-05,0.9999999420956676
6.544514878230067e-05,0.9999999281846053
7.139470776250981e-05,0.999999912911009
7.734426674271897e-05,0.9999998963094825
8.329382572292812e-05,0.9999998784141022
8.924338470313728e-05,0.9999998592584283
9.519294368334642e-05,0.9999998388755066
0.00010114250266355557,0.9999998172978821
0.00010709206164376473,0.9999997945576028
0.00011304162062397387,0.9999997706862297
0.00011899117960418303,0.9999997457148415
0.0001249407385843922,0.9999997196740444
0.00013089029756460134,0.9999996925939785
0.00013683985654481048,0.9999996645043241
0.00014278941552501963,0.9999996354343074
0.00014873897450522878,0.9999996054127134
0.00015468853348543795,0.999999574467883
0.0001606380924656471,0.9999995426277288
0.00016658765144585624,0.9999995099197367
0.00017253721042606538,0.9999994763709702
0.00017848676940627456,0.9999994420080843
0.0001844363283864837,0.9999994068573245
0.00019038588736669285,0.9999993709445356
0.000196335446346902,0.9999993342951681
0.00020228500532711114,0.9999992969342851
0.0002082345643073203,0.9999992588865635
0.00021418412328752946,0.9999992201763054
0.0002201336822677386,0.9999991808274403
0.00022608324124794775,0.9999991408635338
0.00023203280022815692,0.9999991003077876
0.00023798235920836607,0.9999990591830505
0.0002439319181885752,0.9999990175118196
0.0002498814771687844,0.9999989753162508
0.0002558310361489935,0.9999989326181583
0.0002617805951292027,0.9999988894390203
0.0002677301541094118,0.9999988457999879
0.00027367971308962097,0.9999988017218905
0.00027962927206983014,0.9999987572252299
0.00028557883105003926,0.999998712330201
0.00029152839003024843,0.9999986670566848
0.00029747794901045755,0.9999986214242553
0.0003034275079906667,0.9999985754521898
0.0003093770669708759,0.9999985291594684
0.000315326625951085,0.9999984825647763
0.0003212761849312942,0.9999984356865107
0.00032722574391150336,0.9999983885427897
0.0003331753028917125,0.9999983411514466
0.00033912486187192165,0.9999982935300479
0.00034507442085213077,0.9999982456958791
0.00035102397983233994,0.9999981976659655
0.0003569735388125491,0.9999981494570658
0.00036292309779275823,0.9999981010856855
0.0003688726567729674,0.9999980525680656
0.0003748222157531765,0.9999980039202048
0.0003807717747333857,0.999997955157848
0.00038672133371359487,0.9999979062964997
0.000392670892693804,0.9999978573514202
0.00039862045167401316,0.999997808337638
0.0004045700106542223,0.9999977592699423
0.00041051956963443145,0.9999977101628987
0.0004164691286146406,0.9999976610308432
0.00042241868759484974,0.9999976118878893
0.0004283682465750589,0.999997562747925
0.00043431780555526804,0.9999975136246335
0.0004402673645354772,0.9999974645314735
0.0004462169235156864,0.9999974154817002
0.0004521664824958955,0.9999973664883571
0.00045811604147610467,0.9999973175642894
0.00046406560045631384,0.9999972687221359
0.00047001515943652296,0.9999972199743401
0.00047596471841673214,0.9999971713331498
0.00048191427739694125,0.9999971228106179
0.0004878638363771504,0.9999970744186106
0.0004938133953573595,0.9999970261688118
0.0004997629543375688,0.9999969780727122
0.0005057125133177779,0.9999969301416276
0.000511662072297987,0.9999968823866935
0.0005176116312781962,0.9999968348188681
0.0005235611902584054,0.9999967874489427
0.0005295107492386145,0.9999967402875258
0.0005354603082188236,0.9999966933450695
0.0005414098671990328,0.999996646631856
0.0005473594261792419,0.9999966001580003
0.0005533089851594511,0.9999965539334608
0.0005592585441396603,0.9999965079680355
0.0005652081031198694,0.9999964622713708
0.0005711576621000785,0.999996416852952
0.0005771072210802877,0.9999963717221182
0.0005830567800604969,0.9999963268880521
0.000589006339040706,0.9999962823597992
0.0005949558980209151,0.9999962381462519
0.0006009054570011243,0.999996194256161
0.0006068550159813334,0.9999961506981419
0.0006128045749615426,0.9999961074806609
0.0006187541339417518,0.9999960646120568
0.0006247036929219609,0.9999960221005321
0.00063065325190217,0.9999959799541502
0.0006366028108823793,0.9999959381808511
0.0006425523698625884,0.9999958967884404
0.0006485019288427975,0.9999958557846016
0.0006544514878230067,0.9999958151768873
0.0006604010468032158,0.9999957749727308
0.000666350605783425,0.9999957351794448
0.0006723001647636341,0.9999956958042178
0.0006782497237438433,0.9999956568541222
0.0006841992827240524,0.9999956183361144
0.0006901488417042615,0.9999955802570311
0.0006960984006844708,0.99999554262361
0.0007020479596646799,0.9999955054424654
0.000707997518644889,0.999995468720102
0.0007139470776250982,0.9999954324629188
0.0007198966366053073,0.9999953966772124
0.0007258461955855165,0.9999953613691663
0.0007317957545657256,0.9999953265448694
0.0007377453135459348,0.999995292210298
0.0007436948725261439,0.9999952583713407
0.000749644431506353,0.999995225033774
0.0007555939904865623,0.9999951922032874
0.0007615435494667714,0.9999951598854719
0.0007674931084469805,0.9999951280858108
0.0007734426674271897,0.9999950968097169
0.0007793922264073989,0.9999950660624949
0.000785341785387608,0.9999950358493584
0.0007912913443678172,0.9999950061754446
0.0007972409033480263,0.9999949770457903
0.0008031904623282354,0.9999949484653456
0.0008091400213084446,0.9999949204389836
0.0008150895802886538,0.9999948929714849
0.0008210391392688629,0.9999948660675542
0.000826988698249072,0.9999948397318075
0.0008329382572292813,0.9999948139687835
0.0008388878162094904,0.9999947887829376
0.0008448373751896995,0.999994764178655
0.0008507869341699087,0.9999947401602394
0.0008567364931501178,0.9999947167319181
0.000862686052130327,0.9999946938978364
0.0008686356111105361,0.9999946716620792
0.0008745851700907453,0.9999946500286503
0.0008805347290709544,0.9999946290014796
0.0008864842880511635,0.9999946085844318
0.0008924338470313728,0.9999945887813009
0.0008983834060115819,0.9999945695958101
0.000904332964991791,0.999994551031613
0.0009102825239720002,0.9999945330923075
0.0009162320829522093,0.9999945157814083
0.0009221816419324185,0.9999944991023755
0.0009281312009126277,0.9999944830586147
0.0009340807598928368,0.9999944676534392
0.0009400303188730459,0.9999944528901346
0.000945979877853255,0.9999944387719035
0.0009519294368334643,0.9999944253018959
0.0009578789958136734,0.9999944124831974
0.0009638285547938825,0.9999944003188446
0.0009697781137740917,0.9999943888118055
0.0009757276727543009,0.9999943779649989
0.00098167723173451,0.9999943677812778
0.000987626790714719,0.9999943582634576
0.0009935763496949283,0.9999943494142837
0.0009995259086751375,0.9999943412364468
0.0010054754676553466,0.9999943337325952
0.0010114250266355558,0.9999943269053178
0.001017374585615765,0.9999943207571633
0.001023324144595974,0.9999943152906123
0.0010292737035761832,0.9999943105081032
0.0010352232625563925,0.9999943064120297
0.0010411728215366015,0.9999943030047338
