R,D
0.041666666666666664,0.7608845568171166
0.08333333333333333,0.7494891682905106
0.125,0.7334779263018133
0.16666666666666666,0.7123744891729178
0.20833333333333331,0.6863236627863775
0.25,0.6557470832523011
0.29166666666666663,0.6212270422130823
0.3333333333333333,0.5834447637447542
0.375,0.5431359745724593
0.41666666666666663,0.5010538028852725
0.4583333333333333,0.4579363497075794
0.5,0.4144785684889977
0.5416666666666666,0.3713087968358523
0.5833333333333333,0.3289704036401692
0.625,0.2879088926117172
0.6666666666666666,0.24846458423099846
0.7083333333333333,0.2108707535765898
0.75,0.17525687056431888
0.7916666666666666,0.14165639400717703
0.8333333333333333,0.11001842258809508
0.875,0.08022240728568907
0.9166666666666666,0.05209507806029734
0.9583333333333333,0.02542872582390487
1.0,0.0
