R,D
0.041666666666666664,1.5495779170583648
0.08333333333333333,1.4007814208955756
0.125,1.2893450884300703
0.16666666666666666,1.1934178138854847
0.20833333333333331,1.1049510511317857
0.25,1.0205021199800304
0.29166666666666663,0.9385969896959134
0.3333333333333333,0.858725588884482
0.375,0.7808797658406466
0.41666666666666663,0.7053092052047539
0.4583333333333333,0.632378488435744
0.5,0.5624773487526092
0.5416666666666666,0.49596235391205884
0.5833333333333333,0.4331192326608805
0.625,0.37413999639306034
0.6666666666666666,0.31911133219817556
0.7083333333333333,0.2680118756685797
0.75,0.22071654347766995
0.7916666666666666,0.17700641459591102
0.8333333333333333,0.1365828396513412
0.875,0.09908459995152988
0.9166666666666666,0.06410706206936559
0.9583333333333333,0.0312223914590985
1.0,0.0
