R,D
0.041666666666666664,0.8169527307009669
0.08333333333333333,0.791882598699268
0.125,0.7669486339570227
0.16666666666666666,0.7393446355143991
0.20833333333333331,0.7082841605281593
0.25,0.6737212549691685
0.29166666666666663,0.6359679042138934
0.3333333333333333,0.5955328555493433
0.375,0.553033283244692
0.41666666666666663,0.5091359519842585
0.4583333333333333,0.4645130943855713
0.5,0.419807587638538
0.5416666666666666,0.37560544296582904
0.5833333333333333,0.33241490669575524
0.625,0.2906518939666633
0.6666666666666666,0.25063152994132376
0.7083333333333333,0.21256547385879865
0.75,0.17656455133905616
0.7916666666666666,0.14264607241590163
0.8333333333333333,0.11074509291953677
0.875,0.08072879592613688
0.9166666666666666,0.052413129425232644
0.9583333333333333,0.02558083172528915
1.0,0.0
